title,location,work_type,pay_period,avg_max_salary,avg_min_salary
Senior Marketing Technology Manager,"San Francisco, CA",FULL_TIME,YEARLY,170000.0,150000.0
Senior Mechanical Engineer,San Francisco Bay Area,FULL_TIME,YEARLY,150000.0,120000.0
Senior Mechanical Engineer,"Windsor, CT",FULL_TIME,YEARLY,130000.0,87000.0
Senior Mobility Consultant I,"San Francisco, CA",FULL_TIME,YEARLY,241649.0,124405.0
"Senior Negotiator, Digital Partnerships","New York, NY",FULL_TIME,YEARLY,75000.0,70000.0
Senior Network Administrator,United States,FULL_TIME,YEARLY,50.0,40.0
Senior Network Engineer,"Chantilly, VA",CONTRACT,HOURLY,176800.0,166400.0
Senior Network Engineer,"Douglasville, GA",FULL_TIME,YEARLY,78750.0,70000.0
Senior Network Engineer,"Los Angeles, CA",FULL_TIME,YEARLY,140.0,130.0
Senior Network Engineer (Lawfirm),"Santa Monica, CA",FULL_TIME,YEARLY,140000.0,130000.0
Senior NodeJS Developer,United States,FULL_TIME,YEARLY,140000.0,125000.0
Senior Office Manager/Accountant,"Old Greenwich, CT",FULL_TIME,YEARLY,95000.0,75000.0
Senior Operations Consultant,"Chicago, IL",FULL_TIME,YEARLY,122500.0,87500.0
"Senior Paralegal, Trademark","San Mateo, CA",FULL_TIME,YEARLY,199300.0,132900.0
Senior Partner Success Manager | Adtech,New York City Metropolitan Area,FULL_TIME,YEARLY,120000.0,110000.0
Senior Personal Banker - Warm Springs,"Fremont, CA",FULL_TIME,HOURLY,63356.8,42224.0
Senior Platform Architect,"Arlington, VA",FULL_TIME,YEARLY,175000.0,106000.0
Senior Policy Consultant,United States,FULL_TIME,YEARLY,100000.0,80000.0
"Senior Pricing Manager, Amazon Freight","Bellevue, WA",FULL_TIME,YEARLY,181400.0,92300.0
Senior Prime Contracts Administrator 1,"Pueblo, CO",FULL_TIME,YEARLY,166080.0,108900.0
Senior Principal Information Assurance Engineer,"Dedham, MA",FULL_TIME,YEARLY,197000.0,178346.0
Senior Principal Systems Architect,United States,FULL_TIME,YEARLY,193138.0,113130.0
Senior Principal Systems Engineer / Section Leader - Active Top Secret Required (On-Site),"El Segundo, CA",FULL_TIME,YEARLY,259000.0,123000.0
Senior Principal Technical Program Manager - Platform Engineering,"Atlanta, GA",FULL_TIME,YEARLY,257000.0,192000.0
Senior Principal Technical Program Manager - Platform Engineering,"Irving, TX",FULL_TIME,YEARLY,257000.0,192000.0
Senior Principal Technical Program Manager - Platform Engineering,"Oakland, CA",FULL_TIME,YEARLY,257000.0,192000.0
Senior Privacy Engineer,"Boston, MA",FULL_TIME,YEARLY,227000.0,148000.0
Senior Privacy Engineer,"Dallas, TX",FULL_TIME,YEARLY,227000.0,148000.0
Senior Privacy Engineer,"Mountain View, CA",FULL_TIME,YEARLY,227000.0,148000.0
Senior Privacy Engineer,"Raleigh, NC",FULL_TIME,YEARLY,227000.0,148000.0
Senior Privacy Engineer,"South San Francisco, CA",FULL_TIME,YEARLY,227000.0,148000.0
Senior Process Engineer,"Cleveland, OH",FULL_TIME,YEARLY,100000.0,85000.0
Senior Process Engineer,"Ellicott City, MD",FULL_TIME,YEARLY,160000.0,130000.0
Senior Process Engineer,"Newport News, VA",FULL_TIME,YEARLY,160000.0,130000.0
Senior Process Engineer,"Richmond, VA",FULL_TIME,YEARLY,160000.0,130000.0
Senior Product Designer,"San Diego, CA",FULL_TIME,YEARLY,110000.0,90000.0
Senior Product Designer,United States,FULL_TIME,YEARLY,150000.0,135000.0
Senior Product Developer,"Seattle, WA",FULL_TIME,YEARLY,135000.0,100000.0
Senior Product Manager,"Irvine, CA",FULL_TIME,YEARLY,130000.0,110000.0
Senior Product Manager,"Miami, FL",FULL_TIME,YEARLY,200000.0,150000.0
Senior Product Manager,"Vancouver, WA",FULL_TIME,YEARLY,183700.0,133600.0
Senior Product Manager,"Waltham, MA",FULL_TIME,YEARLY,183700.0,133600.0
Senior Product Manager - B2B SDK,"New York, NY",FULL_TIME,YEARLY,200000.0,165000.0
"Senior Product Manager, Data Products",United States,FULL_TIME,YEARLY,150000.0,120000.0
"Senior Product Manager, Project Starline","Mountain View, CA",FULL_TIME,YEARLY,252000.0,164000.0
"Senior Product Marketing Manager, Payments","New York, NY",FULL_TIME,YEARLY,181500.0,165000.0
Senior Product Quality and Safety Engineer,"San Diego, CA",FULL_TIME,YEARLY,152800.0,101900.0
Senior Professional Business Analyst,"Kentucky, United States",FULL_TIME,YEARLY,92700.0,64900.0
"Senior Professional, Sales Enablement","Louisville, KY",FULL_TIME,YEARLY,116300.0,84600.0
Senior Program Financial Analyst,"San Diego, CA",FULL_TIME,YEARLY,120000.0,85000.0
Senior Program Manager,"Kent, WA",FULL_TIME,YEARLY,175000.0,130000.0
"Senior Program Manager, E-Commerce","Austin, TX",FULL_TIME,YEARLY,110000.0,100000.0
"Senior Program Manager, Voice of Seller","Seattle, WA",FULL_TIME,YEARLY,185000.0,92500.0
Senior Project Engineer (Hybrid),"Jersey City, NJ",FULL_TIME,YEARLY,180000.0,140000.0
Senior Project Manager,"Chicago, IL",FULL_TIME,YEARLY,170000.0,120000.0
Senior Project Manager,"Fort Myers, FL",FULL_TIME,YEARLY,105000.0,85000.0
Senior Project Manager,"New York, NY",CONTRACT,HOURLY,187200.0,176800.0
Senior Project Manager,"Rancho Cordova, CA",FULL_TIME,YEARLY,145000.0,120000.0
Senior Project Manager,"San Ramon, CA",CONTRACT,HOURLY,135990.4,92996.8
Senior Project Manager,"Southfield, MI",CONTRACT,HOURLY,197600.0,187200.0
Senior Project Manager,"Tallahassee, FL",CONTRACT,HOURLY,166400.0,145600.0
Senior Project Manager,"Vancouver, WA",FULL_TIME,YEARLY,140000.0,115000.0
Senior Project Manager (Multifamily Construction),"Centennial, CO",FULL_TIME,YEARLY,200000.0,175000.0
Senior Project Manager - Construction,"Los Angeles, CA",FULL_TIME,YEARLY,230000.0,200000.0
"Senior Project Manager, Information Technology","Denver, CO",FULL_TIME,YEARLY,134392.75,95146.0
Senior Project Manager/Program Component Lead,United States,CONTRACT,YEARLY,170000.0,150000.0
Senior Property Accountant,"Baltimore, MD",FULL_TIME,YEARLY,110000.0,90000.0
Senior Property Accountant,"Los Angeles, CA",FULL_TIME,YEARLY,90000.0,70000.0
Senior Property Claims Adjuster - Field,"Davenport, IA",FULL_TIME,YEARLY,90750.0,72600.0
Senior Property Claims Adjuster - Field,"Fargo, ND",FULL_TIME,YEARLY,90750.0,72600.0
Senior Public Works Project Manager,"Torrance, CA",FULL_TIME,HOURLY,156000.0,124800.0
Senior QA Engineer – Supply Chain Demand,"Lakeland, FL",FULL_TIME,YEARLY,126815.0,83265.0
Senior Quality Assurance Specialist,San Diego Metropolitan Area,TEMPORARY,HOURLY,83200.0,62400.0
Senior Quality Assurance Test Engineer,Greater St. Louis,FULL_TIME,HOURLY,114400.0,93600.0
Senior Quality Engineer NDT Level 3,Los Angeles Metropolitan Area,FULL_TIME,YEARLY,160000.0,140000.0
Senior Quality Manager,"El Dorado, AR",FULL_TIME,YEARLY,160000.0,140000.0
Senior Recipient Support Specialist,"Santa Clarita, California, United States",FULL_TIME,YEARLY,117600.0,78400.0
Senior Rental Housing Analyst,"Des Moines, IA",FULL_TIME,YEARLY,100000.0,90000.0
Senior Retail Director (California),"California, United States",FULL_TIME,YEARLY,219200.0,195200.0
Senior Revenue Accountant,"California, United States",FULL_TIME,HOURLY,156000.0,83200.0
Senior Revenue Accountant,"Durham, NC",FULL_TIME,YEARLY,100000.0,85000.0
Senior Revenue Accountant,United States,FULL_TIME,YEARLY,102500.0,90000.0
Senior Revenue Growth Management Category Analyst ,"Franklin, TN",CONTRACT,HOURLY,156000.0,156000.0
Senior Rotating Equipment Team Lead,"Spring, TX",FULL_TIME,YEARLY,140000.0,115000.0
Senior SAP Consultant,"Naples, FL",FULL_TIME,YEARLY,145000.0,85000.0
Senior SAP FI/CO Business Analyst,Cincinnati Metropolitan Area,FULL_TIME,YEARLY,140000.0,120000.0
Senior SEC Reporting Analyst,Miami-Fort Lauderdale Area,FULL_TIME,YEARLY,95000.0,90000.0
Senior SEC Reporting Analyst – Remote Position ,"Florida, United States",FULL_TIME,YEARLY,110000.0,95000.0
Senior SEO Technologist,"Dallas, TX",FULL_TIME,YEARLY,88500.0,74500.0
Senior SOX Analyst,"Connecticut, United States",FULL_TIME,YEARLY,100000.0,90000.0
Senior Safety and Health Consultant,"Boise, ID",FULL_TIME,YEARLY,67000.0,57200.0
Senior Sales Engineer | Cloud Vulnerability Management,"California, United States",FULL_TIME,YEARLY,250000.0,200000.0
Senior Sales Manager,"Illinois, United States",FULL_TIME,YEARLY,175000.0,150000.0
"Senior Sales Relationship Manager, Midwest","New York, NY",FULL_TIME,YEARLY,225000.0,150000.0
Senior Scheduler Level 1,"New York, NY",OTHER,YEARLY,121014.0,92201.0
Senior Scheduler Level 2,"New York, NY",OTHER,YEARLY,136530.0,104023.0
Senior Scientist,"Alameda County, CA",FULL_TIME,YEARLY,160000.0,140000.0
Senior Security Consultant,"New York, United States",FULL_TIME,YEARLY,150000.0,130000.0
Senior Security Specialist,"Menlo Park, CA",FULL_TIME,YEARLY,100000.0,85000.0
Senior Seed Program Supervisor,"New York, NY",FULL_TIME,YEARLY,82000.0,75000.0
Senior Site Reliability Engineer,"Chicago, IL",FULL_TIME,YEARLY,210000.0,161500.0
Senior Site Reliability Engineer,New York City Metropolitan Area,FULL_TIME,YEARLY,210000.0,161500.0
Senior Software Developer,"Fort Myers, FL",FULL_TIME,YEARLY,140000.0,120000.0
Senior Software Developer (Full Stack),"New York, NY",FULL_TIME,YEARLY,160000.0,130000.0
Senior Software Development Engineer in Test,"Charlottesville, VA",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"Colorado, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"Delaware, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"Georgia, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"New York, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"Ohio, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Development Engineer in Test,"Tennessee, United States",FULL_TIME,YEARLY,125800.0,60300.0
Senior Software Engineer,"Mason, OH",FULL_TIME,YEARLY,95000.0,63000.0
Senior Software Engineer,"Missouri, United States",FULL_TIME,YEARLY,173000.0,112000.0
Senior Software Engineer,"New York, NY",FULL_TIME,YEARLY,205000.0,175000.0
Senior Software Engineer,United States,FULL_TIME,HOURLY,166400.0,145600.0
Senior Software Engineer,United States,FULL_TIME,YEARLY,145000.0,116000.0
Senior Software Engineer (Oracle Cloud Team),"Owings Mills, MD",FULL_TIME,YEARLY,155000.0,135000.0
Senior Software Engineer - Android,"San Jose, CA",FULL_TIME,YEARLY,204600.0,84500.0
Senior Software Engineer - Mainframe,"Missouri, United States",FULL_TIME,YEARLY,173000.0,112000.0
Senior Software Engineer - Power Platform,"Jersey City, NJ",FULL_TIME,YEARLY,120000.0,96000.0
Senior Software Engineer - Power Platform,"Smithfield, RI",FULL_TIME,YEARLY,120000.0,96000.0
Senior Software Engineer -Backend,"Sunnyvale, CA",FULL_TIME,YEARLY,200000.0,136000.0
Senior Software Engineer Infrastructure System Lab,"San Jose, CA",FULL_TIME,YEARLY,280000.0,187000.0
"Senior Software Engineer, .NET Full Stack",United States,FULL_TIME,YEARLY,175000.0,165000.0
"Senior Software Engineer, AR","Cambridge, MA",FULL_TIME,YEARLY,235000.0,157000.0
"Senior Software Engineer, AR","Mountain View, CA",FULL_TIME,YEARLY,235000.0,157000.0
"Senior Software Engineer, Oncology",United States,FULL_TIME,YEARLY,265000.0,180000.0
"Senior Software Engineer, Operations Microsoft .Net (ASP.NET, C#, JavaScript, XML)","Ontario, CA",FULL_TIME,YEARLY,130400.0,80000.0
Senior Solutions Consultant - RFID,"Lincolnshire, IL",FULL_TIME,YEARLY,207600.0,138400.0
"Senior Specialist, Employer Branding","San Jose, CA",FULL_TIME,YEARLY,154440.0,68550.0
"Senior Specialist, Nurse","Lehi, UT",FULL_TIME,YEARLY,97000.0,77600.0
"Senior Specialist, Product Sales Support & Analysis","Denver, CO",FULL_TIME,YEARLY,105252.58,70168.39
Senior Staff Accountant,"Dyersville, IA",FULL_TIME,YEARLY,80000.0,60000.0
Senior Staff Accountant,"Nashville, TN",FULL_TIME,YEARLY,80000.0,65000.0
Senior Staff Accountant,New York City Metropolitan Area,FULL_TIME,YEARLY,100000.0,90000.0
Senior Staff Accountant,San Diego Metropolitan Area,FULL_TIME,YEARLY,85000.0,78000.0
Senior Staff Accountant - Direct Hire,"Nashville, TN",FULL_TIME,YEARLY,66000.0,44000.0
Senior Staff Accountant - Growth Opportunities!,"Miami, FL",FULL_TIME,YEARLY,85000.0,80000.0
Senior Staff Auditor,"Little Rock, AR",FULL_TIME,YEARLY,95000.0,65000.0
Senior Staff Software Engineer- Cribl Edge,United States,FULL_TIME,YEARLY,243200.0,125900.0
Senior Staff/Principal Automotive Functional Safety Architect,San Diego Metropolitan Area,FULL_TIME,YEARLY,250000.0,180000.0
Senior Staff/Principal IC Design Expert / Architect / Engineer,"San Diego, CA",FULL_TIME,YEARLY,250000.0,180000.0
Senior Strategic Advisor,"All, MO",FULL_TIME,YEARLY,209200.0,119500.0
Senior Structural Engineer,"West Palm Beach, FL",FULL_TIME,YEARLY,115000.0,105000.0
Senior Supply Chain Data Analyst,"Irvine, CA",FULL_TIME,YEARLY,108000.0,76000.0
Senior Support Account Manager,"San Diego, CA",FULL_TIME,YEARLY,179820.0,102780.0
Senior Systems Analyst,"New York, NY",FULL_TIME,YEARLY,138900.0,87600.0
Senior Systems Engineer,"St Louis, MO",CONTRACT,YEARLY,99000.0,89000.0
Senior Systems Engineer,United States,FULL_TIME,YEARLY,140000.0,120000.0
Senior Talent Acquisition Specialist,United States,CONTRACT,HOURLY,83200.0,72800.0
Senior Tax & Accounting Associate,"Phoenix, AZ",FULL_TIME,YEARLY,100000.0,80000.0
Senior Tax Accountant,"Los Angeles County, CA",FULL_TIME,YEARLY,115000.0,90000.0
Senior Tax Accountant,Nashville Metropolitan Area,FULL_TIME,YEARLY,85000.0,70000.0
Senior Tax Associate (Remote),"Houston, TX",FULL_TIME,YEARLY,110000.0,85000.0
Senior Tax Manager,"Andover, MA",FULL_TIME,YEARLY,220000.0,170000.0
Senior Tax Manager,"Dallas, TX",FULL_TIME,YEARLY,175000.0,100000.0
Senior Tax Manager,"San Jose, CA",FULL_TIME,YEARLY,175000.0,140000.0
Senior Technical Designer,"New York, United States",FULL_TIME,YEARLY,110.0,90.0
"Senior Technical Inspector, Gas Work Methods and Standards","Patchogue, NY",FULL_TIME,YEARLY,117000.0,99000.0
Senior Technical Program Manager,United States,FULL_TIME,YEARLY,175000.0,145000.0
Senior Technical Writer,United States,FULL_TIME,YEARLY,87000.0,60000.0
Senior Terraform QA Engineer,"Charlotte, NC",FULL_TIME,HOURLY,186784.0,124384.0
Senior Test Engineer,"El Segundo, CA",FULL_TIME,YEARLY,160000.0,120000.0
Senior Test Engineer,"Maine, United States",FULL_TIME,YEARLY,85000.0,68000.0
Senior Threat Detection Analyst,"Colorado, United States",FULL_TIME,YEARLY,104500.0,77700.0
Senior Threat Detection Analyst,"Indiana, United States",FULL_TIME,YEARLY,132800.0,101900.0
Senior Threat Detection Analyst,"Michigan, United States",FULL_TIME,YEARLY,132800.0,101900.0
Senior Threat Detection Analyst,"New Hampshire, United States",FULL_TIME,YEARLY,132800.0,101900.0
Senior Threat Detection Analyst,"North Carolina, United States",FULL_TIME,YEARLY,132800.0,101900.0
Senior Threat Detection Analyst,"South Dakota, United States",FULL_TIME,YEARLY,132800.0,101900.0
Senior Trade and Investment Officer - Technology,"Chicago, IL",FULL_TIME,YEARLY,76500.0,76500.0
Senior Training Coordinator,"Hamilton, OH",FULL_TIME,YEARLY,75000.0,65000.0
Senior Transaction Security Engineer,"Austin, TX",FULL_TIME,YEARLY,130000.0,85000.0
Senior Transaction Security Engineer,"Culver City, CA",FULL_TIME,YEARLY,130000.0,85000.0
Senior Transaction Security Engineer,"Greensboro, NC",FULL_TIME,YEARLY,130000.0,85000.0
Senior Transaction Security Engineer,"Pensacola, FL",FULL_TIME,YEARLY,130000.0,85000.0
Senior Treasury Analyst,"Pleasanton, CA",FULL_TIME,YEARLY,130000.0,120000.0
Senior Trial Attorney,"California, United States",FULL_TIME,YEARLY,200000.0,160000.0
"Senior UX Researcher, Pixel","Mountain View, CA",FULL_TIME,YEARLY,208000.0,139000.0
Senior Underwriter - Environmental / Multiple U.S. Offices,"Atlanta, GA",FULL_TIME,YEARLY,150000.0,100000.0
Senior Underwriter - Environmental / Multiple U.S. Offices,"Los Angeles, CA",FULL_TIME,YEARLY,150000.0,100000.0
Senior Underwriter - Environmental / Multiple U.S. Offices,"San Francisco, CA",FULL_TIME,YEARLY,150000.0,100000.0
Senior VP- Finance,"Ramsey, NJ",FULL_TIME,YEARLY,300000.0,200000.0
Senior Validation Engineer,"Bloomington, IN",FULL_TIME,YEARLY,150.0,100.0
"Senior Veterinary Assistant, Mobile Veterinary Services","Paramount, CA",FULL_TIME,HOURLY,52603.2,49608.0
Senior Vice President of Corporate Partnerships,"San Diego, CA",FULL_TIME,YEARLY,250000.0,200000.0
Senior Vice President of Development,"Washington, DC",FULL_TIME,YEARLY,225000.0,175000.0
Senior Vice President of Sales,United States,FULL_TIME,YEARLY,275000.0,250000.0
"Senior Vice President, Head of AI & Business Transformation Lead","New York, NY",FULL_TIME,YEARLY,227000.0,143000.0
"Senior Vice President, Total Rewards – Americas","Chicago, IL",FULL_TIME,YEARLY,210000.0,122000.0
"Senior Vice President, Total Rewards – Global Practices & Sectors","Chicago, IL",FULL_TIME,YEARLY,210000.0,122000.0
"Senior Visual Designer, Pixel","Mountain View, CA",FULL_TIME,YEARLY,208000.0,139000.0
Senior WPF Engineer,"Houston, TX",CONTRACT,HOURLY,114400.0,72800.0
Senior Water Resources Engineer,"Oakland, CA",FULL_TIME,YEARLY,145000.0,115000.0
Senior Water/Wastewater Engineer,"Sacramento County, CA",FULL_TIME,YEARLY,155000.0,105000.0
"Senior Workday Business Systems Analyst, Absence/Talent & Performance","Dallas, TX",FULL_TIME,YEARLY,191000.0,124000.0
Senior Workday Integrations & Prism Analyst,"Dallas, TX",FULL_TIME,YEARLY,191000.0,124000.0
Senior or Staff Auditor,"Oakbrook Terrace, IL",FULL_TIME,YEARLY,130000.0,60000.0
"Senior/Executive Director, Medical Affairs","San Diego, CA",FULL_TIME,YEARLY,252000.0,196000.0
Sensory Lab Technician ,"Oregon, United States",FULL_TIME,HOURLY,50980.8,45718.4
Server Administrator (iSeries),Atlanta Metropolitan Area,CONTRACT,HOURLY,124800.0,114400.0
Service Desk Analyst (Weekday 3rd shift),"Cincinnati, OH",FULL_TIME,HOURLY,41600.0,35360.0
Service Division Coordinator,"Charlotte, NC",FULL_TIME,YEARLY,57000.0,52000.0
Service Supervisor,Denver Metropolitan Area,FULL_TIME,YEARLY,95000.0,65000.0
Service Supervisor - Artemis at Spring Canyon,"Colorado Springs, CO",FULL_TIME,HOURLY,56160.0,52000.0
Service Technician,"Brea, CA",FULL_TIME,HOURLY,82368.0,48796.8
Service Technician,"Fairfield, CA",FULL_TIME,HOURLY,54080.0,45760.0
Service Technician,"Metairie, LA",FULL_TIME,HOURLY,62400.0,37440.0
Service Technician,"Nashville, TN",FULL_TIME,HOURLY,72800.0,66560.0
Service Technician,"Sacramento, CA",FULL_TIME,HOURLY,54080.0,47840.0
Service Technician Mentor,"Beaumont, TX",FULL_TIME,HOURLY,104000.0,62400.0
Service Writer,"Belton, MO",FULL_TIME,YEARLY,55000.0,45000.0
ServiceNow CMDB Business Analyst,"Seattle, WA",FULL_TIME,YEARLY,120000.0,110000.0
ServiceNow Engineer,United States,FULL_TIME,YEARLY,100000.0,80000.0
ServiceNow Platform Administrator,"Seattle, WA",FULL_TIME,HOURLY,145600.0,131040.0
"Services Business Development Manager, Windows DaaS","Chandler, AZ",FULL_TIME,YEARLY,130000.0,80000.0
Services Specialist Premium,"Denver, CO",FULL_TIME,YEARLY,256600.0,179500.0
Sexuality Educator,"Manhattan, NY",FULL_TIME,HOURLY,53393.600000000006,52000.0
SharePoint Developer - Long-term Opportunity,"Quantico, VA",FULL_TIME,YEARLY,140000.0,125000.0
Sharepoint Administrator,"Chesterfield, VA",CONTRACT,HOURLY,104000.0,83200.0
Sharepoint Consultant,"Charlotte, NC",CONTRACT,HOURLY,83200.0,72800.0
Sheet Metal - Technical Lead,"Palm Bay, FL",FULL_TIME,YEARLY,66000.0,62000.0
Shift Lead - Gravesend,"Brooklyn, NY",FULL_TIME,HOURLY,59904.0,44096.0
Shift Supervisor,"Brighton, MI",FULL_TIME,YEARLY,75000.0,65000.0
Shift Supervisor - Residential Group Program -  St. Albans - Astoria - Jamaica Estates,"Jamaica, NY",FULL_TIME,YEARLY,40000.0,38000.0
Shift Team Lead,"Westlake Village, CA",FULL_TIME,HOURLY,58240.0,58240.0
Shipping Coordination Manager,"Newark, CA",FULL_TIME,YEARLY,80000.0,75000.0
Shipping/Receiving Specialist - Level 2,"Hayward, CA",FULL_TIME,HOURLY,49920.0,37440.0
Simulation Engineer,United States,FULL_TIME,YEARLY,125000.0,100000.0
Site Civil Engineer,"New York, NY",FULL_TIME,YEARLY,120000.0,100000.0
Site Civil Engineer,"Phoenix, AZ",FULL_TIME,HOURLY,124800.0,93600.0
Site Manager - Atlanta,"Atlanta, GA",FULL_TIME,YEARLY,83500.0,61500.0
Site Manager I Transmission and Distribution,"Rio Rancho, NM",FULL_TIME,YEARLY,115000.0,90000.0
Site Merchandising Specialist ,"Bentonville, AR",CONTRACT,HOURLY,41600.0,37440.0
"Site Procurement Manager - San Bernardino, CA, Site Procurement Manager","San Bernardino, CA",FULL_TIME,YEARLY,119000.0,49500.0
Site Reliability Engineer,"Kissimmee, FL",CONTRACT,HOURLY,176800.0,166400.0
Site Superintendent,"Central, NC",FULL_TIME,YEARLY,95000.0,80000.0
Site Superintendent,"Independence, MO",FULL_TIME,YEARLY,150000.0,110000.0
Site Supervisor,"Tampa, FL",FULL_TIME,YEARLY,150000.0,120000.0
Snr Accountant/Plant Accountant in Rockford up to $100k,"Rockford, IL",FULL_TIME,YEARLY,100000.0,90000.0
"SoC Product and Yield Engineer, Google Cloud","Sunnyvale, CA",FULL_TIME,YEARLY,220000.0,146000.0
Social Caseworker I or II - Permanency,"Broomfield, CO",FULL_TIME,HOURLY,72675.2,42972.8
Social Media Ad Creator,"Pasadena, CA",FULL_TIME,YEARLY,55000.0,45000.0
Social Media Coordinator,"Irvine, CA",FULL_TIME,YEARLY,50000.0,40000.0
Social Media Coordinator (Hybrid),"Fairfax, VA",CONTRACT,HOURLY,68640.0,58240.0
Social Media Manager,"Burbank, CA",FULL_TIME,YEARLY,70000.0,65000.0
Social Media Manager,Los Angeles Metropolitan Area,FULL_TIME,YEARLY,90000.0,75000.0
Social Media Manager,"Raleigh, NC",PART_TIME,HOURLY,37440.0,31200.0
Social Media Manager,"Tampa, FL",FULL_TIME,YEARLY,60000.0,45000.0
Social Media Manager,United States,FULL_TIME,YEARLY,150000.0,75000.0
Social Media Specialist,"Addison, TX",CONTRACT,HOURLY,66560.0,62400.0
Social Science Research Scholar,"Stanford, CA",PART_TIME,YEARLY,134000.0,93000.0
Social Services Advisor,"Lacey, WA",FULL_TIME,YEARLY,65000.0,55000.0
Social Services Attorney,"Mexico, NY",FULL_TIME,YEARLY,112372.0,83433.0
Social Worker,"Blythe, CA",FULL_TIME,YEARLY,92456.0,48796.8
"Social Worker - MSW, Social Services, Full Time","Orange, CA",FULL_TIME,HOURLY,112528.0,68182.40000000001
Social Worker - Remote,United States,CONTRACT,YEARLY,135000.0,100000.0
Social Worker – Gynecologic Oncology,United States,FULL_TIME,YEARLY,94000.0,82000.0
Social Worker – Neurology (Health Brain Initiative),United States,FULL_TIME,YEARLY,94000.0,82000.0
Software Analyst,"Oakland, CA",CONTRACT,HOURLY,70720.0,52000.0
Software Architect,"Fort Myers, FL",FULL_TIME,YEARLY,140000.0,90000.0
Software Architect (Mulesoft),"Salt Lake City, UT",CONTRACT,HOURLY,166400.0,145600.0
Software Bill of Materials Engineer,"Denver, CO",CONTRACT,HOURLY,122720.0,114400.0
"Software Development Engineer, Global Mile - XBPS","Bellevue, WA",FULL_TIME,YEARLY,223600.0,115000.0
Software Engineer,"Chantilly, VA",FULL_TIME,YEARLY,186000.0,81800.0
Software Engineer,"Corinne, UT",FULL_TIME,YEARLY,168000.0,90400.0
Software Engineer,"Denver, CO",CONTRACT,HOURLY,93600.0,83200.0
Software Engineer,"Jessup, MD",CONTRACT,HOURLY,109200.0,97760.0
Software Engineer,"New York, NY",FULL_TIME,YEARLY,297500.0,202500.0
Software Engineer,"Santa Barbara, CA",FULL_TIME,YEARLY,125000.0,106000.0
Software Engineer,United States,CONTRACT,HOURLY,104000.0,72800.0
Software Engineer,United States,FULL_TIME,YEARLY,90000.0,80000.0
Software Engineer (Electrical Power Systems Software Engineer) (multiple position),"Bothell, WA",FULL_TIME,YEARLY,140760.0,127400.0
Software Engineer (PERN Stack),"Atlanta, GA",FULL_TIME,YEARLY,160000.0,140000.0
Software Engineer (SE-2301),"San Francisco, CA",FULL_TIME,YEARLY,166420.0,136760.0
Software Engineer - Content Systems,United States,FULL_TIME,YEARLY,139700.0,114000.0
Software Engineer - Database Engineering (San Mateo),"San Mateo, CA",FULL_TIME,YEARLY,218500.0,150000.0
Software Engineer - Database Engineering (Seattle),"Bellevue, WA",FULL_TIME,YEARLY,218500.0,150000.0
Software Engineer Graduate (TikTok Short Video) - 2024 Start (BS/MS/PhD),"Seattle, WA",FULL_TIME,YEARLY,139650.0,104500.0
Software Engineer I - Remote,"Austin, TX",FULL_TIME,YEARLY,143400.0,77200.0
Software Engineer II,United States,FULL_TIME,YEARLY,130000.0,100000.0
Software Engineer II - Remote,"Austin, TX",FULL_TIME,YEARLY,182000.0,98000.0
Software Engineer III,"Irving, TX",FULL_TIME,YEARLY,129400.0,97800.0
"Software Engineer III, Full Stack, Google Cloud Application Modernization","Cambridge, MA",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Full Stack, Google Cloud Application Modernization","New York, NY",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Hardware/Software Co-Design","Durham, NC",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Hardware/Software Co-Design","Raleigh, NC",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Hardware/Software Co-Design","Sunnyvale, CA",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Mobile, Android","Mountain View, CA",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III, Mobile, Android","Seattle, WA",FULL_TIME,YEARLY,194000.0,133000.0
"Software Engineer III- Java, AWS","Palo Alto, CA",FULL_TIME,YEARLY,180000.0,128250.0
Software Engineer Manager,"McLean, VA",FULL_TIME,YEARLY,160000.0,150000.0
Software Engineer V-Full Stack (Strong Front-End),United States,FULL_TIME,YEARLY,160000.0,130000.0
Software Engineer [72302],"Bristol, CT",CONTRACT,HOURLY,156000.0,135200.0
"Software Engineer, Global Payment","San Jose, CA",FULL_TIME,YEARLY,205000.0,136800.0
"Software Engineer, Machine Learning - Reality Labs","Boston, MA",FULL_TIME,YEARLY,241000.0,172994.0
"Software Engineer, Machine Learning - Reality Labs","Burlingame, CA",FULL_TIME,YEARLY,241000.0,172994.0
Software Engineering Analyst II,"Oak Brook, IL",FULL_TIME,YEARLY,119400.0,95000.0
